date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-28,WT0002LR,control,M,ACN,1,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,2,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,3,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,4,5,16,0,1
2023-07-28,WT0002LR,control,M,ACN,5,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,6,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,7,4,14,0,1
2023-07-28,WT0002LR,control,M,ACN,8,5,18,0,1
2023-07-28,WT0002LR,control,M,ACN,9,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,10,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,11,3,10,0,1
2023-07-28,WT0002LR,control,M,ACN,12,2,20,0,1
2023-07-28,WT0002LR,control,M,ACN,13,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,14,2,16,0,1
2023-07-28,WT0002LR,control,M,ACN,15,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,16,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,17,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,18,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,19,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,20,3,10,0,1
2023-07-28,WT0002LR,control,M,ACN,21,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,22,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,23,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,24,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,25,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,26,4,14,0,1
2023-07-28,WT0002LR,control,M,ACN,27,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,28,3,14,0,0
2023-07-28,WT0002LR,control,M,ACN,29,3,20,0,1
2023-07-28,WT0002LR,control,M,ACN,30,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,31,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,32,5,14,0,1
2023-07-28,WT0002LR,control,M,ACN,33,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,34,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,35,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,36,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,37,4,10,0,1
2023-07-28,WT0002LR,control,M,ACN,38,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,39,3,14,0,0
2023-07-28,WT0002LR,control,M,ACN,40,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,41,3,10,0,1
2023-07-28,WT0002LR,control,M,ACN,42,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,43,4,16,0,1
2023-07-28,WT0002LR,control,M,ACN,44,3,10,0,2
2023-07-28,WT0002LR,control,M,ACN,45,3,18,0,1
2023-07-28,WT0002LR,control,M,ACN,46,3,20,0,2
2023-07-28,WT0002LR,control,M,ACN,47,3,18,0,2
2023-07-28,WT0002LR,control,M,ACN,48,5,14,0,2
2023-07-28,WT0002LR,control,M,ACN,49,3,12,0,1
2023-07-28,WT0002LR,control,M,ACN,50,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,51,4,18,0,1
2023-07-28,WT0002LR,control,M,ACN,52,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,53,3,16,0,2
2023-07-28,WT0002LR,control,M,ACN,54,3,14,0,1
2023-07-28,WT0002LR,control,M,ACN,55,3,10,0,1
2023-07-28,WT0002LR,control,M,ACN,56,3,20,0,2
2023-07-28,WT0002LR,control,M,ACN,57,3,16,0,1
2023-07-28,WT0002LR,control,M,ACN,58,3,10,0,2
