date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-28,WT0001R2,control,F,ASM,1,2,20,0,2
2023-07-28,WT0001R2,control,F,ASM,2,3,16,0,2
2023-07-28,WT0001R2,control,F,ASM,3,3,12,0,1
2023-07-28,WT0001R2,control,F,ASM,4,3,14,0,2
2023-07-28,WT0001R2,control,F,ASM,5,3,12,0,1
2023-07-28,WT0001R2,control,F,ASM,6,3,20,0,2
2023-07-28,WT0001R2,control,F,ASM,7,3,18,0,2
2023-07-28,WT0001R2,control,F,ASM,8,5,16,0,2
2023-07-28,WT0001R2,control,F,ASM,9,1,16,0,2
2023-07-28,WT0001R2,control,F,ASM,10,3,20,0,2
2023-07-28,WT0001R2,control,F,ASM,11,3,12,0,1
2023-07-28,WT0001R2,control,F,ASM,12,3,10,0,1
2023-07-28,WT0001R2,control,F,ASM,13,3,16,0,2
2023-07-28,WT0001R2,control,F,ASM,14,5,16,0,2
2023-07-28,WT0001R2,control,F,ASM,15,3,12,0,1
2023-07-28,WT0001R2,control,F,ASM,16,5,10,0,1
2023-07-28,WT0001R2,control,F,ASM,17,5,20,0,2
2023-07-28,WT0001R2,control,F,ASM,18,3,16,0,1
2023-07-28,WT0001R2,control,F,ASM,19,3,20,0,2
2023-07-28,WT0001R2,control,F,ASM,20,3,20,0,2
2023-07-28,WT0001R2,control,F,ASM,21,3,18,0,1
2023-07-28,WT0001R2,control,F,ASM,22,3,12,0,1
